buy_date,sell_date,sell_reason,symbol,symbol_name,strategy,profit_pct,raw_long,idx_return,idx_return_str,profit_pct_str,raw_long_str
2020-10-27,2021-01-20,止盈(60日),600519,贵州茅台(600519),单边多头 (满仓),0.2550026662176195,0.2550026662176195,0.17014395091425755,17.01%(沪深),25.50%,25.50%
2020-11-20,2021-02-22,止盈(60日),002475,立讯精密(002475),单边多头 (满仓),-0.0683424980361352,-0.0683424980361352,0.13577127816076465,13.58%(沪深),-6.83%,-6.83%
2020-11-25,2021-02-25,止盈(60日),300750,宁德时代(300750),单边多头 (满仓),0.36703175478685696,0.36703175478685696,0.1116722041621951,11.17%(创业板),36.70%,36.70%
2020-12-02,2021-03-02,止盈(60日),03690,美团(03690),单边多头 (满仓),0.28147100424328136,0.28147100424328136,0.09095347493575119,9.10%(恒生),28.15%,28.15%
2020-12-07,2021-03-05,止盈(60日),00762,中国联通(00762),单边多头 (满仓),0.12061403508771947,0.12061403508771947,0.08290513267670437,8.29%(恒生),12.06%,12.06%
2020-12-07,2020-12-28,止损(-15%),00981,中芯国际(00981),单边多头 (满仓),-0.16330275229357807,-0.16330275229357807,-0.02068987718166115,-2.07%(恒生),-16.33%,-16.33%
2020-12-11,2021-03-15,止盈(60日),601318,中国平安(601318),单边多头 (满仓),-0.02063513332440027,-0.02063513332440027,0.015676232153460926,1.57%(沪深),-2.06%,-2.06%
2020-12-21,2021-03-23,止盈(60日),002415,海康威视(002415),单边多头 (满仓),0.1837810695455687,0.1837810695455687,0.0026990877467742416,0.27%(沪深),18.38%,18.38%
2021-01-11,2021-04-12,止盈(60日),00700,腾讯控股(00700),单边多头 (满仓),0.04603580562659847,0.04603580562659847,0.016044112301180014,1.60%(恒生),4.60%,4.60%
2021-01-21,2021-04-23,止盈(60日),600519,贵州茅台(600519),单边多头 (满仓),0.01930478511640217,0.01930478511640217,-0.06508441078842922,-6.51%(沪深),1.93%,1.93%
2021-02-05,2021-02-25,止损(-15%),300244,迈瑞医疗(300244),单边多头 (满仓),-0.15894206549118392,-0.15894206549118392,-0.07680085287767148,-7.68%(创业板),-15.89%,-15.89%
2021-02-23,2021-03-12,止损(-15%),002475,立讯精密(002475),单边多头 (满仓),-0.15484282073067118,-0.15484282073067118,-0.07150055821331332,-7.15%(沪深),-15.48%,-15.48%
2021-02-24,2021-03-08,止损(-15%),01211,比亚迪股份(01211),单边多头 (满仓),-0.2140933572710952,-0.2140933572710952,-0.07041151170990124,-7.04%(恒生),-21.41%,-21.41%
2021-02-26,2021-05-27,止盈(60日),300750,宁德时代(300750),单边多头 (满仓),0.15837289725104026,0.15837289725104026,0.10958791504541901,10.96%(创业板),15.84%,15.84%
2021-03-03,2021-03-09,止损(-15%),03690,美团(03690),单边多头 (满仓),-0.16111111111111112,-0.16111111111111112,-0.01628065914446882,-1.63%(恒生),-16.11%,-16.11%
2021-03-08,2021-06-04,止盈(60日),601888,中国中免(601888),单边多头 (满仓),0.14451141552511415,0.14451141552511415,-0.003304658617670041,-0.33%(沪深),14.45%,14.45%
2021-03-08,2021-04-13,止损(-15%),00762,中国联通(00762),单边多头 (满仓),-0.15369649805447472,-0.15369649805447472,-0.029470833465303985,-2.95%(恒生),-15.37%,-15.37%
2021-03-16,2021-04-30,止损(-15%),601318,中国平安(601318),单边多头 (满仓),-0.15209646478487257,-0.15209646478487257,0.013667275442094206,1.37%(沪深),-15.21%,-15.21%
2021-03-24,2021-06-23,止盈(60日),002415,海康威视(002415),单边多头 (满仓),0.20944916176790762,0.20944916176790762,0.03249347444668953,3.25%(沪深),20.94%,20.94%
2021-03-29,2021-06-28,止盈(60日),00981,中芯国际(00981),单边多头 (满仓),-0.05040322580645161,-0.05040322580645161,0.033583015624359926,3.36%(恒生),-5.04%,-5.04%
2021-04-13,2021-07-09,止盈(60日),00700,腾讯控股(00700),单边多头 (满仓),-0.13285024154589373,-0.13285024154589373,-0.04248574121852351,-4.25%(恒生),-13.29%,-13.29%
2021-04-26,2021-07-23,止盈(60日),600519,贵州茅台(600519),单边多头 (满仓),-0.08106527312382826,-0.08106527312382826,-0.013064049642069937,-1.31%(沪深),-8.11%,-8.11%
2021-05-27,2021-07-05,止损(-15%),300244,迈瑞医疗(300244),单边多头 (满仓),-0.16159309994926443,-0.16159309994926443,0.050147162712305154,5.01%(创业板),-16.16%,-16.16%
